City_ID,City,Country,Lat,Lng,Date/Time,Max Temp (F),Humidity (%),Wind Speed (mph),Cloud Cover (%)
281,koumac,NC,-20.56,164.28,Wed Jun 13 09:57:45 2018,67.9,96,4.07,76
282,adre,TD,13.47,22.2,Wed Jun 13 09:57:45 2018,103.27,16,8.66,20
283,ahtopol,BG,42.1,27.94,Wed Jun 13 09:30:00 2018,77.0,57,13.87,0
284,slantsy,RU,59.12,28.09,Wed Jun 13 09:57:46 2018,62.5,55,4.18,0
285,mallaig,GB,57.01,-5.83,Wed Jun 13 09:57:46 2018,53.95,99,24.09,92
286,auch,FR,43.65,0.59,Wed Jun 13 09:30:00 2018,73.4,56,10.29,40
287,pathein,MM,16.78,94.73,Wed Jun 13 09:57:47 2018,76.9,96,14.81,92
288,maceio,BR,-9.67,-35.74,Wed Jun 13 10:00:00 2018,75.2,88,6.93,75
289,oloron-sainte-marie,FR,43.19,-0.61,Wed Jun 13 09:30:00 2018,68.0,93,11.41,88
290,isangel,VU,-19.55,169.27,Wed Jun 13 09:57:48 2018,74.2,100,14.36,68
291,manglaur,IN,29.79,77.88,Wed Jun 13 09:57:48 2018,82.57,64,2.39,0
292,wenling,CN,28.38,121.38,Wed Jun 13 09:57:48 2018,74.56,95,3.96,92
293,pak phanang,TH,8.35,100.2,Wed Jun 13 09:57:49 2018,85.99,93,10.22,48
294,aksay,RU,47.27,39.86,Wed Jun 13 09:57:49 2018,87.43,21,3.74,0
295,baghdad,IQ,33.3,44.38,Wed Jun 13 09:00:00 2018,104.0,14,4.7,0
296,fort nelson,CA,58.81,-122.69,Wed Jun 13 09:00:00 2018,41.0,86,9.17,90
297,fuerte olimpo,BR,-21.04,-57.87,Wed Jun 13 09:57:50 2018,60.97,75,12.8,92
298,bandarban,BD,22.2,92.22,Wed Jun 13 09:00:00 2018,80.6,94,13.87,90
299,mao,DO,19.55,-71.08,Wed Jun 13 09:00:00 2018,89.6,62,12.75,40
300,christchurch,NZ,-43.53,172.64,Wed Jun 13 09:30:00 2018,48.2,93,8.05,100
301,goderich,CA,43.74,-81.71,Wed Jun 13 09:57:15 2018,68.17,88,11.45,32
302,kizema,RU,61.11,44.83,Wed Jun 13 09:57:56 2018,53.86,66,18.39,56
303,quatre cocos,MU,-20.21,57.76,Wed Jun 13 09:00:00 2018,75.2,69,14.99,75
304,kalur kot,PK,32.16,71.27,Wed Jun 13 09:57:56 2018,91.03,41,1.95,44
305,singaraja,ID,-8.11,115.08,Wed Jun 13 09:57:56 2018,66.73,100,1.95,64
306,coquimbo,CL,-29.95,-71.34,Wed Jun 13 09:00:00 2018,53.6,62,8.05,0
307,urengoy,RU,65.96,78.37,Wed Jun 13 09:57:57 2018,69.25,59,12.24,12
308,yaypan,UZ,40.38,70.82,Wed Jun 13 09:57:57 2018,76.54,43,3.62,24
309,seoul,KR,37.57,126.98,Wed Jun 13 09:00:00 2018,71.6,68,3.36,75
310,acopiara,BR,-6.09,-39.45,Wed Jun 13 09:57:57 2018,83.2,51,11.23,0
311,warrnambool,AU,-38.38,142.48,Wed Jun 13 09:56:03 2018,51.43,100,17.72,76
312,phan thiet,VN,10.93,108.1,Wed Jun 13 09:57:58 2018,78.61,100,10.0,36
313,ilebo,CD,-4.33,20.59,Wed Jun 13 09:57:58 2018,94.72,22,5.19,12
314,kijang,KR,35.24,129.21,Wed Jun 13 09:00:00 2018,68.0,72,13.87,40
315,krasnogorsk,RU,55.82,37.34,Wed Jun 13 09:00:00 2018,69.8,59,13.42,75
316,husavik,CA,50.56,-96.99,Wed Jun 13 09:57:59 2018,67.27,72,7.31,44
317,araouane,ML,18.9,-3.53,Wed Jun 13 09:57:59 2018,111.46,15,5.75,0
318,tilichiki,RU,60.47,166.1,Wed Jun 13 09:58:00 2018,37.93,88,2.62,0
319,bosobolo,CD,4.19,19.88,Wed Jun 13 09:58:01 2018,84.19,70,6.42,20
320,villarrobledo,ES,39.27,-2.6,Wed Jun 13 09:58:02 2018,76.99,28,12.01,0
321,ribeira grande,PT,38.52,-28.7,Wed Jun 13 09:30:00 2018,75.2,83,11.41,40
322,shakawe,BW,-18.36,21.84,Wed Jun 13 09:58:05 2018,73.93,23,5.19,0
323,nemuro,JP,43.32,145.57,Wed Jun 13 09:58:06 2018,48.64,100,17.83,80
324,miramar,CR,10.09,-84.73,Wed Jun 13 09:00:00 2018,80.6,61,3.36,0
325,kerman,IR,30.29,57.06,Wed Jun 13 09:00:00 2018,91.4,5,13.87,20
326,davidson,US,35.5,-80.85,Wed Jun 13 10:00:00 2018,78.8,65,4.7,40
327,oksfjord,NO,70.24,22.35,Wed Jun 13 09:20:00 2018,46.4,65,10.29,40
328,wattegama,LK,7.35,80.68,Wed Jun 13 09:58:07 2018,71.41,97,5.75,92
329,inyonga,TZ,-6.72,32.06,Wed Jun 13 09:58:07 2018,79.42,32,3.18,0
330,saint george,GR,39.45,22.34,Wed Jun 13 09:20:00 2018,80.6,54,8.05,40
331,jabinyanah,TN,35.03,10.91,Wed Jun 13 09:00:00 2018,80.6,47,13.87,0
332,siddipet,IN,18.1,78.85,Wed Jun 13 09:58:08 2018,84.1,58,11.68,56
333,praia da vitoria,PT,38.73,-27.07,Wed Jun 13 09:00:00 2018,75.2,78,10.22,40
334,duluth,US,46.77,-92.13,Wed Jun 13 09:35:00 2018,73.4,46,8.05,1
335,oistins,BB,13.07,-59.53,Wed Jun 13 09:00:00 2018,86.0,66,25.28,20
336,san onofre,CO,9.74,-75.52,Wed Jun 13 09:58:15 2018,86.44,93,5.3,0
337,avera,US,33.19,-82.53,Wed Jun 13 09:35:00 2018,78.8,83,3.74,90
338,alizai,PK,33.94,71.55,Wed Jun 13 09:58:16 2018,89.77,30,3.29,0
339,bela,PK,26.23,66.31,Wed Jun 13 09:58:16 2018,93.37,29,10.33,36
340,kalas,PK,33.49,72.96,Wed Jun 13 09:30:00 2018,98.6,25,4.97,0
341,gisborne,NZ,-38.66,178.02,Wed Jun 13 09:58:18 2018,52.6,86,10.67,12
342,yuryevets,RU,57.32,43.11,Wed Jun 13 09:58:18 2018,60.7,69,15.03,24
343,bundaberg,AU,-24.87,152.35,Wed Jun 13 09:58:18 2018,64.66,100,12.01,88
344,griffith,AU,-34.29,146.06,Wed Jun 13 09:58:19 2018,50.62,90,8.88,80
345,raudeberg,NO,61.99,5.14,Wed Jun 13 09:20:00 2018,60.8,71,11.41,75
346,rio gallegos,AR,-51.62,-69.22,Wed Jun 13 09:00:00 2018,33.8,86,5.82,20
347,antalaha,MG,-14.9,50.28,Wed Jun 13 09:58:20 2018,75.01,85,14.14,88
348,houma,CN,35.63,111.36,Wed Jun 13 09:58:20 2018,62.32,58,2.51,0
349,verkhoyansk,RU,67.55,133.39,Wed Jun 13 09:58:20 2018,56.29,63,2.62,0
350,donskoye,RU,45.45,41.98,Wed Jun 13 09:00:00 2018,80.6,30,6.71,0
351,mogadishu,SO,2.04,45.34,Wed Jun 13 09:56:42 2018,78.25,100,22.08,64
352,lewistown,US,40.39,-90.15,Wed Jun 13 09:35:00 2018,78.8,53,12.75,1
353,leningradskiy,RU,69.38,178.42,Wed Jun 13 09:58:21 2018,33.79,88,21.74,0
354,airai,TL,-8.93,125.41,Wed Jun 13 09:58:23 2018,68.98,93,1.72,76
355,nantucket,US,41.28,-70.1,Wed Jun 13 09:35:00 2018,69.8,77,17.22,90
356,mount gambier,AU,-37.83,140.78,Wed Jun 13 09:58:26 2018,49.72,81,6.87,92
357,katobu,ID,-4.94,122.53,Wed Jun 13 09:58:26 2018,77.98,100,2.62,24
358,baiyin,CN,36.55,104.13,Wed Jun 13 09:00:00 2018,60.8,31,4.47,0
359,jumla,NP,29.28,82.18,Wed Jun 13 09:58:27 2018,37.75,95,2.51,88
360,voh,NC,-20.95,164.69,Wed Jun 13 09:58:27 2018,71.59,100,14.81,8
361,kamaishi,JP,39.28,141.86,Wed Jun 13 09:58:27 2018,53.95,78,12.8,0
362,jurm,AF,36.86,70.83,Wed Jun 13 09:58:28 2018,40.09,100,1.61,56
363,la ronge,CA,55.1,-105.3,Wed Jun 13 09:00:00 2018,53.6,76,8.05,75
364,paragominas,BR,-3.0,-47.35,Wed Jun 13 09:58:28 2018,91.93,56,5.41,20
365,fairbanks,US,64.84,-147.72,Wed Jun 13 08:58:00 2018,42.8,75,3.36,1
366,poum,MK,41.28,20.71,Wed Jun 13 09:30:00 2018,78.8,47,8.05,40
367,boyle,IE,53.97,-8.3,Wed Jun 13 09:00:00 2018,55.4,100,18.34,75
368,klaksvik,FO,62.23,-6.59,Wed Jun 13 09:20:00 2018,48.2,93,19.46,92
369,aleksandro-nevskiy,RU,53.48,40.21,Wed Jun 13 09:58:30 2018,74.2,49,9.78,0
370,graham,US,36.07,-79.4,Wed Jun 13 09:54:00 2018,75.2,78,9.17,75
371,paraiso,MX,24.01,-104.61,Wed Jun 13 08:44:00 2018,66.2,68,3.36,75
372,nishihara,JP,35.74,139.53,Wed Jun 13 09:00:00 2018,69.8,68,3.36,75
373,charyshskoye,RU,51.4,83.56,Wed Jun 13 09:58:31 2018,69.7,37,3.4,8
374,struer,DK,56.48,8.6,Wed Jun 13 09:20:00 2018,60.8,63,17.22,8
375,hualmay,PE,-11.1,-77.61,Wed Jun 13 09:58:31 2018,65.02,77,3.62,12
376,ystad,SE,55.43,13.82,Wed Jun 13 09:20:00 2018,68.0,60,13.87,75
377,buin,CL,-33.73,-70.74,Wed Jun 13 10:00:00 2018,46.4,65,3.36,0
378,gamboma,CG,-1.87,15.88,Wed Jun 13 09:58:36 2018,87.34,64,6.53,0
379,bristol,GB,51.45,-2.6,Wed Jun 13 09:20:00 2018,68.0,77,10.29,75
380,imbituba,BR,-28.24,-48.67,Wed Jun 13 09:00:00 2018,69.8,64,3.36,40
381,comrie,GB,56.09,-3.58,Wed Jun 13 09:20:00 2018,60.8,72,14.99,40
382,esil,KZ,51.96,66.41,Wed Jun 13 09:58:37 2018,60.25,50,7.65,0
383,lompoc,US,34.64,-120.46,Wed Jun 13 09:35:00 2018,62.6,63,2.51,1
384,coihaique,CL,-45.58,-72.07,Wed Jun 13 09:00:00 2018,33.8,85,2.24,80
385,hamilton,BM,32.3,-64.78,Wed Jun 13 08:55:00 2018,77.0,73,10.29,40
386,hasaki,JP,35.73,140.83,Wed Jun 13 09:00:00 2018,64.4,93,3.36,75
387,kajaani,FI,64.22,27.73,Wed Jun 13 09:20:00 2018,53.6,52,4.7,0
388,tupik,RU,54.43,119.94,Wed Jun 13 09:58:40 2018,51.25,63,4.63,0
389,kloulklubed,PW,7.04,134.26,Wed Jun 13 08:55:00 2018,82.4,83,9.17,90
390,kieta,PG,-6.22,155.63,Wed Jun 13 09:58:40 2018,76.81,100,2.73,32
391,maldonado,UY,-34.91,-54.96,Wed Jun 13 09:00:00 2018,51.8,76,19.46,75
392,smithers,CA,54.78,-127.17,Wed Jun 13 09:00:00 2018,48.2,81,2.62,75
393,mareeba,AU,-16.99,145.42,Wed Jun 13 09:00:00 2018,60.8,93,3.4,0
394,kaputa,ZM,-8.47,29.66,Wed Jun 13 09:58:41 2018,78.88,29,3.62,0
395,lira,UG,2.25,32.9,Wed Jun 13 09:58:41 2018,82.39,45,8.21,68
396,constitucion,MX,23.99,-104.67,Wed Jun 13 08:44:00 2018,66.2,68,3.36,75
397,ternate,PH,14.29,120.72,Wed Jun 13 09:00:00 2018,77.0,100,10.29,90
398,haines junction,CA,60.75,-137.51,Wed Jun 13 09:58:46 2018,42.79,52,2.62,68
399,zagora,HR,46.19,15.87,Wed Jun 13 09:30:00 2018,71.6,73,2.24,75
400,zhongxing,CN,32.02,116.14,Wed Jun 13 09:58:47 2018,74.29,69,7.99,8
401,snezhnogorsk,RU,69.19,33.23,Wed Jun 13 09:30:00 2018,42.8,70,2.24,75
402,sola,FI,62.78,29.36,Wed Jun 13 09:20:00 2018,50.0,76,10.29,75
403,sioux lookout,CA,50.1,-91.92,Wed Jun 13 09:00:00 2018,66.2,59,4.7,20
404,sur,OM,22.57,59.53,Wed Jun 13 09:58:50 2018,89.32,82,4.85,0
405,utete,TZ,-7.99,38.76,Wed Jun 13 09:58:51 2018,81.76,51,6.08,12
406,saint-joseph,FR,43.56,6.97,Wed Jun 13 09:30:00 2018,71.6,60,4.7,75
407,sadao,TH,6.63,100.42,Wed Jun 13 09:00:00 2018,82.4,83,2.24,75
408,petropavlovsk-kamchatskiy,RU,53.05,158.65,Wed Jun 13 09:00:00 2018,41.0,86,2.24,90
409,vestmanna,FO,62.16,-7.17,Wed Jun 13 09:20:00 2018,48.2,93,19.46,92
410,chifeng,CN,42.27,118.96,Wed Jun 13 09:58:56 2018,52.42,90,0.72,8
411,grants pass,US,42.44,-123.33,Wed Jun 13 08:56:00 2018,59.0,50,2.62,90
412,lampazos de naranjo,MX,27.02,-100.51,Wed Jun 13 09:58:56 2018,82.93,57,6.76,0
413,salym,RU,60.06,71.48,Wed Jun 13 09:58:56 2018,60.61,51,5.08,48
414,verkh-chebula,RU,56.03,87.61,Wed Jun 13 09:58:56 2018,67.36,75,2.73,0
415,tsiroanomandidy,MG,-18.77,46.05,Wed Jun 13 09:58:57 2018,71.86,36,4.97,64
416,lagoa,PT,37.14,-8.45,Wed Jun 13 09:30:00 2018,71.6,56,10.29,20
417,les cayes,HT,18.19,-73.75,Wed Jun 13 09:58:58 2018,82.93,92,22.41,88
418,mackay,CA,53.65,-115.58,Wed Jun 13 09:00:00 2018,50.0,81,3.36,75
419,treuchtlingen,DE,48.96,10.91,Wed Jun 13 09:20:00 2018,60.8,67,8.05,75
420,witney,GB,51.78,-1.49,Wed Jun 13 09:20:00 2018,69.8,56,16.11,40
421,tabou,CI,4.42,-7.36,Wed Jun 13 09:58:58 2018,80.86,100,9.78,0
422,koson,UZ,39.04,65.59,Wed Jun 13 09:00:00 2018,89.6,19,9.17,0
423,burewala,PK,30.16,72.68,Wed Jun 13 09:58:59 2018,95.62,34,7.2,0
424,aksum,ET,14.12,38.72,Wed Jun 13 09:58:59 2018,61.15,94,3.4,80
425,iquitos,PE,-3.75,-73.25,Wed Jun 13 09:00:00 2018,84.2,74,4.7,20
426,bealanana,MG,-14.54,48.75,Wed Jun 13 09:59:01 2018,69.07,53,6.98,20
427,linqiong,CN,30.42,103.46,Wed Jun 13 09:00:00 2018,75.2,83,6.71,92
428,bonaventure,CA,48.04,-65.49,Wed Jun 13 09:00:00 2018,66.2,32,8.05,75
429,ostrovnoy,RU,68.05,39.51,Wed Jun 13 09:59:06 2018,36.58,82,18.28,92
430,narsaq,GL,60.91,-46.05,Wed Jun 13 09:50:00 2018,55.4,43,9.17,40
431,richards bay,ZA,-28.77,32.06,Wed Jun 13 09:59:07 2018,68.53,75,1.72,0
432,antofagasta,CL,-23.65,-70.4,Wed Jun 13 09:00:00 2018,57.2,67,8.05,40
433,yeniseysk,RU,58.45,92.17,Wed Jun 13 09:59:07 2018,63.49,71,2.84,8
434,taguatinga,BR,-15.83,-48.06,Wed Jun 13 09:00:00 2018,78.8,36,5.82,20
435,port-gentil,GA,-0.72,8.78,Wed Jun 13 09:00:00 2018,82.4,78,16.11,20
436,yulara,AU,-25.24,130.99,Wed Jun 13 09:00:00 2018,41.0,56,4.7,0
437,adrar,DZ,27.87,-0.29,Wed Jun 13 09:00:00 2018,109.4,12,11.41,0
438,samur,RU,41.83,48.49,Wed Jun 13 09:59:09 2018,71.23,84,13.13,0
439,chicla,PE,-11.71,-76.27,Wed Jun 13 09:59:10 2018,43.69,74,2.39,20
440,tombouctou,ML,16.77,-3.01,Wed Jun 13 09:59:10 2018,110.65,18,4.74,24
441,pyaozerskiy,RU,65.83,31.17,Wed Jun 13 09:59:10 2018,49.0,57,3.96,48
442,vagur,FO,61.47,-6.81,Wed Jun 13 09:59:10 2018,49.63,97,27.89,92
443,yar-sale,RU,66.83,70.83,Wed Jun 13 09:59:11 2018,36.22,89,14.81,76
444,ust-nera,RU,64.57,143.24,Wed Jun 13 09:59:11 2018,46.93,65,1.72,48
445,solnechnyy,RU,50.72,136.64,Wed Jun 13 09:59:11 2018,51.52,78,4.18,0
446,san patricio,PY,-26.98,-56.83,Wed Jun 13 09:59:11 2018,51.79,74,4.63,0
447,angoram,PG,-4.06,144.07,Wed Jun 13 09:59:15 2018,74.47,100,1.95,88
448,champerico,MX,16.38,-93.6,Wed Jun 13 08:41:00 2018,71.6,94,2.62,90
449,san policarpo,PH,12.18,125.51,Wed Jun 13 09:59:16 2018,78.43,100,7.76,80
450,port-cartier,CA,50.03,-66.88,Wed Jun 13 09:00:00 2018,55.4,47,16.11,40
451,tateyama,JP,36.66,137.31,Wed Jun 13 09:59:16 2018,49.45,100,1.95,12
452,mandalgovi,MN,45.76,106.27,Wed Jun 13 09:59:16 2018,62.59,35,6.64,8
453,bartica,GY,6.41,-58.62,Wed Jun 13 09:00:00 2018,82.4,78,9.17,75
454,bathsheba,BB,13.22,-59.52,Wed Jun 13 09:00:00 2018,86.0,66,25.28,20
455,bueu,ES,42.33,-8.79,Wed Jun 13 09:30:00 2018,71.6,53,16.11,0
456,chaltyr,RU,47.28,39.48,Wed Jun 13 09:59:17 2018,87.43,21,3.74,0
457,prince rupert,CA,54.32,-130.32,Wed Jun 13 09:00:00 2018,53.6,93,6.93,90
458,plouzane,FR,48.38,-4.62,Wed Jun 13 09:30:00 2018,66.2,63,8.05,90
459,belaya gora,RU,68.54,146.19,Wed Jun 13 09:59:18 2018,62.77,35,4.07,36
460,tongren,CN,27.72,109.18,Wed Jun 13 09:59:18 2018,67.9,85,1.95,12
461,narsimhapur,IN,17.14,74.26,Wed Jun 13 09:59:18 2018,76.0,78,9.22,88
462,sao joao da barra,BR,-21.64,-41.05,Wed Jun 13 09:00:00 2018,87.8,43,5.82,0
463,mamakan,RU,57.82,114.02,Wed Jun 13 09:59:19 2018,51.7,83,2.06,32
464,inirida,CO,3.87,-67.92,Wed Jun 13 09:59:19 2018,80.32,84,2.95,80
465,payo,ID,-3.75,103.64,Wed Jun 13 09:59:19 2018,77.98,84,4.74,56
466,san carlos de bariloche,AR,-41.13,-71.31,Wed Jun 13 09:00:00 2018,26.6,86,10.29,75
467,piacabucu,BR,-10.41,-36.43,Wed Jun 13 09:59:20 2018,84.37,57,15.48,44
468,auki,NG,12.18,6.51,Wed Jun 13 09:59:20 2018,94.81,55,1.61,44
469,ambon,FR,47.55,-2.56,Wed Jun 13 09:30:00 2018,69.8,64,8.05,90
470,bilibino,RU,68.06,166.44,Wed Jun 13 09:59:20 2018,52.33,60,1.95,0
471,jiangyou,CN,31.78,104.73,Wed Jun 13 09:59:21 2018,73.3,64,4.18,92
472,ambilobe,MG,-13.19,49.05,Wed Jun 13 09:59:21 2018,80.95,44,13.8,8
473,shebunino,RU,57.66,40.04,Wed Jun 13 09:59:21 2018,59.98,69,14.14,0
474,broome,GB,52.47,1.45,Wed Jun 13 09:20:00 2018,71.6,52,11.41,20
475,biedenkopf,DE,50.92,8.53,Wed Jun 13 09:20:00 2018,59.0,71,6.93,75
476,aquiraz,BR,-3.9,-38.39,Wed Jun 13 10:00:00 2018,87.8,52,19.46,20
477,karangasem,ID,-6.7,108.49,Wed Jun 13 09:59:23 2018,81.4,100,15.7,20
478,boca do acre,BR,-8.76,-67.39,Wed Jun 13 09:59:23 2018,83.56,77,2.84,76
479,la antigua,CO,6.72,-76.08,Wed Jun 13 09:59:24 2018,68.35,94,1.5,48
480,sibolga,ID,1.74,98.78,Wed Jun 13 09:59:24 2018,74.56,94,1.95,76
481,glebychevo,RU,60.44,28.72,Wed Jun 13 09:59:24 2018,60.79,46,4.63,68
482,campos altos,BR,-19.7,-46.17,Wed Jun 13 09:59:24 2018,79.69,62,6.42,0
483,santiago del estero,AR,-27.8,-64.26,Wed Jun 13 09:59:25 2018,52.33,49,6.2,0
484,banff,CA,51.18,-115.57,Wed Jun 13 09:59:25 2018,48.01,36,2.17,24
485,santa helena,BR,-2.23,-45.3,Wed Jun 13 09:59:25 2018,88.51,71,6.53,36
486,lewiston,US,46.42,-117.02,Wed Jun 13 08:56:00 2018,64.4,55,4.7,1
487,bouna,CI,9.27,-3.0,Wed Jun 13 09:59:27 2018,89.86,78,4.18,0
488,upington,ZA,-28.46,21.24,Wed Jun 13 09:00:00 2018,69.8,19,5.82,0
489,acaponeta,MX,22.49,-105.36,Wed Jun 13 09:59:27 2018,77.35,100,4.29,68
490,orito,CO,0.67,-76.88,Wed Jun 13 09:59:27 2018,70.42,97,2.73,88
491,vao,EE,59.1,26.19,Wed Jun 13 09:59:27 2018,62.95,45,5.41,0
492,nkhotakota,MW,-12.93,34.3,Wed Jun 13 09:59:28 2018,70.69,74,6.08,0
493,boyuibe,BO,-20.43,-63.28,Wed Jun 13 09:00:00 2018,55.4,47,5.82,90
494,necochea,AR,-38.55,-58.74,Wed Jun 13 09:59:33 2018,50.26,81,14.03,80
495,paitan,CN,23.49,113.78,Wed Jun 13 09:00:00 2018,77.0,78,11.18,0
496,claresholm,CA,50.02,-113.58,Wed Jun 13 09:00:00 2018,60.8,31,23.04,1
497,sabha,LY,27.03,14.43,Wed Jun 13 09:59:35 2018,112.45,10,9.66,24
498,northam,GB,51.04,-4.21,Wed Jun 13 09:20:00 2018,66.2,77,12.75,40
499,sarakhs,TM,36.54,61.16,Wed Jun 13 09:00:00 2018,82.4,37,6.93,80
500,moroni,US,39.52,-111.59,Wed Jun 13 09:59:37 2018,70.69,19,3.06,0
501,nisia floresta,BR,-6.09,-35.21,Wed Jun 13 10:00:00 2018,86.0,51,24.16,75
502,yantarnyy,RU,54.87,19.94,Wed Jun 13 09:30:00 2018,64.4,72,6.71,20
503,banjar,ID,-7.37,108.54,Wed Jun 13 09:59:42 2018,71.5,88,3.62,12
504,khandyga,RU,62.65,135.58,Wed Jun 13 09:59:43 2018,54.85,47,6.2,48
505,heinola,FI,61.2,26.03,Wed Jun 13 09:20:00 2018,62.6,33,3.36,0
506,sept-iles,CA,50.2,-66.38,Wed Jun 13 09:00:00 2018,55.4,47,16.11,40
507,yenagoa,NG,4.92,6.26,Wed Jun 13 09:59:44 2018,81.94,80,11.01,92
508,pontianak,ID,-0.02,109.34,Wed Jun 13 09:59:45 2018,77.89,99,3.4,44
509,okha,RU,53.59,142.95,Wed Jun 13 09:59:45 2018,40.09,90,10.78,80
510,bismarck,US,46.81,-100.78,Wed Jun 13 09:55:00 2018,71.6,30,12.75,1
511,dunedin,NZ,-45.87,170.5,Wed Jun 13 09:57:14 2018,43.33,100,2.95,92
512,dabakala,CI,8.36,-4.43,Wed Jun 13 09:59:47 2018,88.78,74,4.52,24
513,pitelino,RU,54.58,41.81,Wed Jun 13 09:59:49 2018,69.7,66,11.23,64
514,egvekinot,RU,66.32,-179.17,Wed Jun 13 09:59:52 2018,37.3,71,2.51,0
515,melo,UY,-32.37,-54.17,Wed Jun 13 09:59:52 2018,50.08,78,22.08,56
516,mbeya,TZ,-8.91,33.47,Wed Jun 13 09:59:53 2018,71.05,40,3.85,0
517,kochi,IN,9.96,76.25,Wed Jun 13 09:30:00 2018,77.0,94,2.24,90
518,notse,TG,6.95,1.17,Wed Jun 13 09:59:54 2018,86.62,76,8.77,56
519,amuntai,ID,-2.42,115.25,Wed Jun 13 09:59:56 2018,77.17,88,2.17,36
520,san juan,PH,14.6,121.03,Wed Jun 13 09:00:00 2018,77.0,100,10.29,90
521,rocha,UY,-34.48,-54.34,Wed Jun 13 09:59:57 2018,49.99,93,21.18,56
522,elizabeth city,US,36.3,-76.22,Wed Jun 13 09:44:00 2018,78.8,83,12.75,90
523,narathiwat,TH,6.43,101.8,Wed Jun 13 09:00:00 2018,82.4,83,4.7,75
524,acari,BR,-6.44,-36.64,Wed Jun 13 09:59:59 2018,84.1,48,15.26,0
525,puerto carreno,CO,6.19,-67.49,Wed Jun 13 09:00:00 2018,84.2,74,3.36,40
526,troitskiy,RU,45.15,38.14,Wed Jun 13 09:30:00 2018,82.4,48,6.71,0
527,dhidhdhoo,MV,6.88,73.1,Wed Jun 13 10:00:05 2018,82.39,100,12.24,88
528,santa fe,AR,-31.62,-60.7,Wed Jun 13 10:00:42 2018,47.47,84,10.45,12
529,kuytun,RU,54.34,101.51,Wed Jun 13 10:00:10 2018,64.3,73,2.62,20
530,evans,US,40.38,-104.69,Wed Jun 13 09:35:00 2018,78.8,41,3.36,1
531,sokoni,CD,-12.89,28.78,Wed Jun 13 10:00:46 2018,74.56,37,4.07,0
532,sovetskiy,RU,56.76,48.47,Wed Jun 13 10:00:19 2018,61.33,85,14.03,76
533,pagudpud,PH,18.56,120.79,Wed Jun 13 09:00:00 2018,77.0,100,13.87,90
534,southbridge,US,42.08,-72.03,Wed Jun 13 09:24:00 2018,69.8,82,19.46,90
535,brazzaville,CD,-4.27,15.27,Wed Jun 13 09:00:00 2018,86.0,55,5.82,8
536,tutoia,BR,-2.76,-42.27,Wed Jun 13 09:00:00 2018,91.4,52,8.05,40
537,harlingen,US,26.19,-97.7,Wed Jun 13 09:15:00 2018,89.6,62,10.29,75
538,calamar,CO,1.96,-72.65,Wed Jun 13 10:00:29 2018,70.87,100,2.95,92
539,road town,VG,18.42,-64.62,Wed Jun 13 10:00:00 2018,87.8,66,12.75,40
540,tabas,IR,33.6,56.92,Wed Jun 13 10:00:30 2018,94.27,11,6.98,36
541,shieli,KZ,44.18,66.74,Wed Jun 13 10:00:30 2018,67.27,41,14.81,88
542,scalea,IT,39.82,15.79,Wed Jun 13 10:00:31 2018,70.06,100,5.3,36
543,san andres,PH,13.32,122.68,Wed Jun 13 10:00:32 2018,83.47,100,22.64,68
544,muisne,EC,0.61,-80.02,Wed Jun 13 10:00:33 2018,76.9,84,4.63,92
545,ati,TD,13.21,18.34,Wed Jun 13 10:00:33 2018,104.53,25,4.97,20
546,san luis,AR,-33.3,-66.34,Wed Jun 13 09:57:52 2018,42.43,53,2.62,0
